wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099299.400497198,1,1779099299.400497198,1779099299.293155670,1779099299.293155670,1779099299.362987518,1,1779099299.293155670,1779099299.291660547,1779099299.311834812,1779099299.311834812,0,0,1779099299.400497198,1779099299.311834812,,1779099299.311834812,1,0,1779099299.400497198,2.450321896,3.010791220,2.480496541,0.000000000
1779099299.450487852,1,1779099299.450487852,1779099299.363124847,1779099299.363124847,1779099299.412987471,1,1779099299.363124847,1779099299.331681013,1779099299.371840000,1779099299.371840000,0,0,1779099299.450487852,1779099299.371840000,,1779099299.371840000,1,0,1779099299.450487852,2.427572865,3.046568565,2.416987156,0.000000000
1779099299.525479078,1,1779099299.525479078,1779099299.393172979,1779099299.393172979,1779099299.462987423,1,1779099299.393172979,1779099299.391648531,1779099299.411947966,1779099299.411947966,0,0,1779099299.525479078,1779099299.411947966,,1779099299.411947966,1,0,1779099299.525479078,2.392006883,3.087773198,2.392687695,0.000000000
1779099299.575482368,1,1779099299.575482368,1779099299.463139057,1779099299.463139057,1779099299.502987623,1,1779099299.463139057,1779099299.431784391,1779099299.471733570,1779099299.471733570,0,0,1779099299.575482368,1779099299.471733570,,1779099299.471733570,1,0,1779099299.575482368,2.353820883,3.165726543,2.321006247,0.000000000
1779099299.600484848,1,1779099299.600484848,1779099299.493158102,1779099299.493158102,1779099299.552987576,1,1779099299.493158102,1779099299.491685867,1779099299.511881828,1779099299.511881828,0,0,1779099299.600484848,1779099299.511881828,,1779099299.511881828,1,0,1779099299.600484848,2.341634444,3.189448678,2.294877399,0.000000000
1779099299.675489902,1,1779099299.675489902,1779099299.563135147,1779099299.563135147,1779099299.612987280,1,1779099299.563135147,1779099299.531655312,1779099299.571865559,1779099299.571865559,0,0,1779099299.675489902,1779099299.571865559,,1779099299.571865559,1,0,1779099299.675489664,2.305225051,3.291036899,2.212877707,0.000000000
1779099299.725482941,1,1779099299.725482941,1779099299.593165874,1779099299.593165874,1779099299.662987471,1,1779099299.593165874,1779099299.591786861,1779099299.611952066,1779099299.611952066,0,0,1779099299.725482941,1779099299.611952066,,1779099299.611952066,1,0,1779099299.725483179,2.309748062,3.303372182,2.187097914,0.000000000
1779099299.750479937,1,1779099299.750479937,1779099299.693156242,1779099299.693156242,1779099299.732987642,1,1779099299.693156242,1779099299.691847324,1779099299.711789131,1779099299.711789131,0,0,1779099299.750479937,1779099299.711789131,,1779099299.711789131,1,0,1779099299.750479698,2.260720793,3.431886906,2.081030203,0.000000000
1779099299.850471973,1,1779099299.850471973,1779099299.763148308,1779099299.763148308,1779099299.772987604,1,1779099299.763148308,1779099299.751881123,1779099299.771956444,1779099299.771956444,0,0,1779099299.850471973,1779099299.771956444,,1779099299.771956444,1,0,1779099299.850471973,2.249978637,3.527589642,1.999051546,0.000000000
1779099299.875466347,1,1779099299.875466347,1779099299.763148308,1779099299.763148308,1779099299.812987566,1,1779099299.763148308,1779099299.751881123,1779099299.771956444,1779099299.791782618,0,0,1779099299.875466347,1779099299.791782618,,1779099299.791782618,1,0,1779099299.875466347,2.242948802,3.556488484,1.986243888,0.000000000
1779099299.900467396,1,1779099299.900467634,1779099299.813145638,1779099299.813145638,1779099299.852987289,1,1779099299.813145638,1779099299.811667204,1779099299.831739426,1779099299.831739426,0,0,1779099299.900467634,1779099299.831739426,,1779099299.831739426,1,0,1779099299.900467634,2.218168552,3.633068187,1.948559907,0.000000000
1779099299.950468779,1,1779099299.950468779,1779099299.893162966,1779099299.893162966,1779099299.932987452,1,1779099299.893162966,1779099299.891631365,1779099299.911746502,1779099299.911746502,0,0,1779099299.950468779,1779099299.911746502,,1779099299.911746502,1,0,1779099299.950468779,2.226659776,3.676821663,1.878747216,0.000000000
1779099300.050468206,1,1779099300.050468206,1779099299.963142872,1779099299.963142872,1779099299.972987652,1,1779099299.963142872,1779099299.951618195,1779099299.971780777,1779099299.971780777,0,0,1779099300.050468206,1779099299.971780777,,1779099299.971780777,1,0,1779099300.050467968,2.197145343,3.822078700,1.818977033,0.000000000
1779099300.075468063,1,1779099300.075468063,1779099299.963142872,1779099299.963142872,1779099300.012987614,1,1779099299.963142872,1779099299.951618195,1779099299.971780777,1779099299.991735458,0,0,1779099300.075468063,1779099299.991735458,,1779099299.991735458,1,0,1779099300.075468063,2.190640083,3.856773739,1.814331040,0.000000000
1779099300.100471020,1,1779099300.100471020,1779099300.013150454,1779099300.013150454,1779099300.062987566,1,1779099300.013150454,1779099300.011856556,1779099300.031760693,1779099300.031760693,0,0,1779099300.100471020,1779099300.031760693,,1779099300.031760693,1,0,1779099300.100471020,2.186239687,3.887614192,1.798945829,0.000000000
1779099300.175496817,1,1779099300.175496817,1779099300.063081503,1779099300.063081503,1779099300.112987280,1,1779099300.063081503,1779099300.051930189,1779099300.071918249,1779099300.071918249,0,0,1779099300.175496817,1779099300.071918249,,1779099300.071918249,1,0,1779099300.175496817,2.186923858,3.972996808,1.784567463,0.000000000
1779099300.200515032,1,1779099300.200515032,1779099300.093160152,1779099300.093160152,1779099300.152987480,1,1779099300.093160152,1779099300.091599941,1779099300.111641407,1779099300.111641407,0,0,1779099300.200515032,1779099300.111641407,,1779099300.111641407,1,0,1779099300.200515032,2.188905942,3.980147318,1.776607886,0.047460973
1779099300.250474691,1,1779099300.250474691,1779099300.173161983,1779099300.173161983,1779099300.222987890,1,1779099300.173161983,1779099300.171858788,1779099300.191867590,1779099300.191867590,0,0,1779099300.250474691,1779099300.191867590,,1779099300.191867590,1,0,1779099300.250474691,2.169912290,4.031644127,1.757001816,0.928449810
1779099300.325476170,1,1779099300.325476170,1779099300.213152885,1779099300.213152885,1779099300.262987614,1,1779099300.213152885,1779099300.211961269,1779099300.231787682,1779099300.231787682,0,0,1779099300.325476170,1779099300.231787682,,1779099300.231787682,1,0,1779099300.325476170,2.158125184,4.147166216,1.749493215,0.443061968
1779099300.375465393,1,1779099300.375465393,1779099300.263149738,1779099300.263149738,1779099300.312987566,1,1779099300.263149738,1779099300.251753330,1779099300.271876097,1779099300.271876097,0,0,1779099300.375465393,1779099300.271876097,,1779099300.271876097,1,0,1779099300.375465393,2.163748245,4.155803122,1.743662560,0.572269787
1779099300.400458336,1,1779099300.400458574,1779099300.323222160,1779099300.323222160,1779099300.372987509,1,1779099300.323222160,1779099300.311757088,1779099300.331737041,1779099300.331737041,0,0,1779099300.400458574,1779099300.331737041,,1779099300.331737041,1,0,1779099300.400458336,2.150429602,4.182092306,1.737898822,1.000000000
1779099300.475471735,1,1779099300.475471735,1779099300.343178511,1779099300.343178511,1779099300.412987471,1,1779099300.343178511,1779099300.331737041,1779099300.351867437,1779099300.371912241,0,0,1779099300.475471735,1779099300.371912241,,1779099300.371912241,1,0,1779099300.475471497,2.135972894,4.268076752,1.734124656,1.000000000
1779099300.525494337,1,1779099300.525494337,1779099300.393140316,1779099300.393140316,1779099300.462987423,1,1779099300.393140316,1779099300.391951084,1779099300.411850452,1779099300.411850452,0,0,1779099300.525494337,1779099300.411850452,,1779099300.411850452,1,0,1779099300.525494099,2.145454620,4.303962980,1.731964024,0.778857698
1779099300.575487137,1,1779099300.575487137,1779099300.463078737,1779099300.463078737,1779099300.512987614,1,1779099300.463078737,1779099300.451755047,1779099300.471651316,1779099300.471651316,0,0,1779099300.575487137,1779099300.471651316,,1779099300.471651316,1,0,1779099300.575487375,2.136460758,4.336247166,1.731337153,1.000000000
1779099300.600459099,1,1779099300.600459099,1779099300.493160725,1779099300.493160725,1779099300.552987576,1,1779099300.493160725,1779099300.491848707,1779099300.511810780,1779099300.511810780,0,0,1779099300.600459099,1779099300.511810780,,1779099300.511810780,1,0,1779099300.600458860,2.127046099,4.352404090,1.730995881,1.000000000
1779099300.675480366,1,1779099300.675480366,1779099300.543164968,1779099300.543164968,1779099300.612987280,1,1779099300.543164968,1779099300.531889439,1779099300.571847200,1779099300.571847200,0,0,1779099300.675480366,1779099300.571847200,,1779099300.571847200,1,0,1779099300.675480127,2.119735895,4.415383952,1.732081625,1.000000000
