wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099341.450467825,1,1779099341.450467825,1779099341.334169149,1779099341.334169149,1779099341.403988838,1,1779099341.334169149,1779099341.331865788,1779099341.351778269,1779099341.351778269,0,0,1779099341.450467825,1779099341.351778269,,1779099341.351778269,1,0,1779099341.450467825,8.699238036,8.538203897,2.540942615,0.190308273
1779099341.525568247,1,1779099341.525568247,1779099341.384112835,1779099341.384112835,1779099341.453988791,1,1779099341.384112835,1779099341.371812105,1779099341.411738157,1779099341.411738157,0,0,1779099341.525568247,1779099341.411738157,,1779099341.411738157,1,0,1779099341.525568247,8.705892669,8.543588760,2.551408443,0.559483598
1779099341.550481319,1,1779099341.550481319,1779099341.434144020,1779099341.434144020,1779099341.503988981,1,1779099341.434144020,1779099341.431681871,1779099341.451766729,1779099341.451766729,0,0,1779099341.550481319,1779099341.451766729,,1779099341.451766729,1,0,1779099341.550481319,8.700973388,8.541047315,2.560800164,1.000000000
1779099341.600501537,1,1779099341.600501537,1779099341.484117985,1779099341.484117985,1779099341.553988934,1,1779099341.484117985,1779099341.451766729,1779099341.491888523,1779099341.511794806,0,0,1779099341.600501537,1779099341.511794806,,1779099341.511794806,1,0,1779099341.600501299,8.690612543,8.542609611,2.569138767,0.954783787
1779099341.675554514,1,1779099341.675554514,1779099341.564131498,1779099341.564131498,1779099341.603988886,1,1779099341.564131498,1779099341.551752806,1779099341.571861744,1779099341.571861744,0,0,1779099341.675554514,1779099341.571861744,,1779099341.571861744,1,0,1779099341.675554514,8.687490469,8.548168273,2.576513191,1.000000000
1779099341.700567007,1,1779099341.700567007,1779099341.604170561,1779099341.604170561,1779099341.653988838,1,1779099341.604170561,1779099341.591654539,1779099341.611942053,1779099341.611942053,0,0,1779099341.700567007,1779099341.611942053,,1779099341.611942053,1,0,1779099341.700567007,8.683270728,8.552214023,2.579763447,1.000000000
1779099341.775596142,1,1779099341.775596142,1779099341.664126873,1779099341.664126873,1779099341.713988781,1,1779099341.664126873,1779099341.651953459,1779099341.671769142,1779099341.671769142,0,0,1779099341.775596142,1779099341.671769142,,1779099341.671769142,1,0,1779099341.775596142,8.681810027,8.550949868,2.579599634,1.000000000
1779099341.800605297,1,1779099341.800605297,1779099341.684144974,1779099341.684144974,1779099341.753989220,1,1779099341.684144974,1779099341.671769142,1779099341.691930294,1779099341.706789017,0,0,1779099341.800605297,1779099341.706789017,,1779099341.706789017,1,0,1779099341.800605297,8.683996078,8.556908366,2.579926969,1.000000000
1779099341.875509024,1,1779099341.875509024,1779099341.734151602,1779099341.734151602,1779099341.803988934,1,1779099341.734151602,1779099341.731888294,1779099341.751886368,1779099341.751886368,0,0,1779099341.875509024,1779099341.751886368,,1779099341.751886368,1,0,1779099341.875509024,8.689856566,8.555950464,2.578352994,1.000000000
1779099341.925490379,1,1779099341.925490141,1779099341.864127398,1779099341.864127398,1779099341.873988867,1,1779099341.864127398,1779099341.851849556,1779099341.871927500,1779099341.871927500,0,0,1779099341.925490141,1779099341.871927500,,1779099341.871927500,1,0,1779099341.925490379,8.680678582,8.548259043,2.579251551,0.499005695
