wall_time_sec,trajectory_id,publish_target_time,local_slam_reference_time,imu_integration_start_time,latest_imu_time,has_imu_data,reference_odom_request_time,reference_odom_before_time,reference_odom_after_time,reference_odom_latest_time,reference_odom_extrapolated,reference_odom_clamped_to_earliest,current_odom_request_time,current_odom_before_time,current_odom_after_time,current_odom_latest_time,current_odom_extrapolated,current_odom_clamped_to_earliest,tracked_pose_stamp,tracked_pose_x,tracked_pose_y,tracked_pose_yaw,adaptive_odometry_weight
1779099288.050470114,1,1779099288.050470114,1779099287.942884684,1779099287.942884684,1779099287.992851019,1,1779099287.942884684,1779099287.931785107,1779099287.951807737,1779099287.971718550,0,0,1779099288.050470114,1779099287.971718550,,1779099287.971718550,1,0,1779099288.050470114,-0.012481369,0.001604210,-0.003142997,1.000000000
1779099288.075464487,1,1779099288.075464487,1779099287.972884893,1779099287.972884893,1779099288.022835732,1,1779099287.972884893,1779099287.971718550,1779099287.991771460,1779099287.991771460,0,0,1779099288.075464487,1779099287.991771460,,1779099287.991771460,1,0,1779099288.075464487,-0.010059291,0.006397148,-0.003271221,1.000000000
1779099288.150474310,1,1779099288.150474072,1779099288.052942991,1779099288.052942991,1779099288.092847109,1,1779099288.052942991,1779099288.051802158,1779099288.071776628,1779099288.071776628,0,0,1779099288.150474072,1779099288.071776628,,1779099288.071776628,1,0,1779099288.150474072,-0.011049440,0.002531564,-0.003771599,1.000000000
1779099288.200474977,1,1779099288.200474977,1779099288.092938662,1779099288.092938662,1779099288.142854214,1,1779099288.092938662,1779099288.091622591,1779099288.111743212,1779099288.111743212,0,0,1779099288.200474977,1779099288.111743212,,1779099288.111743212,1,0,1779099288.200474739,-0.010053359,-0.008027498,-0.002514655,1.000000000
1779099288.250472546,1,1779099288.250472546,1779099288.142873764,1779099288.142873764,1779099288.182849884,1,1779099288.142873764,1779099288.131608486,1779099288.151731253,1779099288.151731253,0,0,1779099288.250472546,1779099288.151731253,,1779099288.151731253,1,0,1779099288.250472307,-0.010459236,0.007581210,-0.003974071,1.000000000
1779099288.300472736,1,1779099288.300472736,1779099288.222786903,1779099288.222786903,1779099288.242858410,1,1779099288.222786903,1779099288.211516142,1779099288.231514454,1779099288.231514454,0,0,1779099288.300472736,1779099288.231514454,,1779099288.231514454,1,0,1779099288.300472736,-0.009437352,-0.001289343,-0.002960241,1.000000000
1779099288.325470924,1,1779099288.325470924,1779099288.242859602,1779099288.242859602,1779099288.262861490,1,1779099288.242859602,1779099288.231514454,1779099288.251623869,1779099288.251623869,0,0,1779099288.325470924,1779099288.251623869,,1779099288.251623869,1,0,1779099288.325471163,-0.008527233,0.002340864,-0.003805649,1.000000000
1779099288.375473738,1,1779099288.375473976,1779099288.272855759,1779099288.272855759,1779099288.322860003,1,1779099288.272855759,1779099288.271476030,1779099288.291538715,1779099288.291538715,0,0,1779099288.375473976,1779099288.291538715,,1779099288.291538715,1,0,1779099288.375473738,-0.008107068,0.000155145,-0.003905380,1.000000000
1779099288.450580597,1,1779099288.450580597,1779099288.322941542,1779099288.322941542,1779099288.382858515,1,1779099288.322941542,1779099288.311456919,1779099288.331627846,1779099288.351584196,0,0,1779099288.450580597,1779099288.351584196,,1779099288.351584196,1,0,1779099288.450580597,-0.010207037,0.005574803,-0.003885268,1.000000000
1779099288.500568867,1,1779099288.500568867,1779099288.372907877,1779099288.372907877,1779099288.442867041,1,1779099288.372907877,1779099288.371594429,1779099288.391454935,1779099288.391454935,0,0,1779099288.500568867,1779099288.391454935,,1779099288.391454935,1,0,1779099288.500568867,-0.005824006,-0.005103728,-0.003255852,1.000000000
1779099288.525473833,1,1779099288.525473833,1779099288.402974129,1779099288.402974129,1779099288.462869406,1,1779099288.402974129,1779099288.391454935,1779099288.411561966,1779099288.411561966,0,0,1779099288.525473833,1779099288.411561966,,1779099288.411561966,1,0,1779099288.525473833,-0.010871780,0.004450542,-0.003311773,1.000000000
1779099288.600549221,1,1779099288.600549221,1779099288.472927094,1779099288.472927094,1779099288.542879343,1,1779099288.472927094,1779099288.471633196,1779099288.491674185,1779099288.491674185,0,0,1779099288.600549221,1779099288.491674185,,1779099288.491674185,1,0,1779099288.600548983,-0.006643969,0.006697212,-0.005250398,1.000000000
1779099288.650552988,1,1779099288.650552988,1779099288.522804260,1779099288.522804260,1779099288.592885256,1,1779099288.522804260,1779099288.511496782,1779099288.551597834,1779099288.551597834,0,0,1779099288.650552988,1779099288.551597834,,1779099288.551597834,1,0,1779099288.650553226,-0.010098614,-0.003493070,-0.003687410,1.000000000
