now_sec,tracked_pose_stamp,odom_stamp,stamp_delta_sec,x,y,yaw,use_sim_time
1779099294.700550795,1779099294.700550795,1779099294.700550795,0.000000000,5.699548112,3.216513886,2.773463371,1
1779099294.750543356,1779099294.750543356,1779099294.750543356,0.000000000,5.654924834,3.231406095,2.769899264,1
1779099294.825532913,1779099294.825532913,1779099294.825532913,0.000000000,5.589288778,3.275311512,2.770015014,1
1779099294.850569248,1779099294.850569010,1779099294.850569010,0.000000000,5.578386476,3.266496298,2.763043091,1
1779099294.900528908,1779099294.900528908,1779099294.900528908,0.000000000,5.537242258,3.280021088,2.759015354,1
1779099294.975547791,1779099294.975548029,1779099294.975548029,0.000000000,5.473374982,3.302312734,2.757408836,1
1779099295.000570536,1779099295.000570536,1779099295.000570536,0.000000000,5.467120379,3.310304509,2.751033497,1
1779099295.050547600,1779099295.050547600,1779099295.050547600,0.000000000,5.428237378,3.322529951,2.752347717,1
1779099295.125570297,1779099295.125570297,1779099295.125570297,0.000000000,5.375428833,3.348245495,2.752006637,1
1779099295.150536299,1779099295.150536060,1779099295.150536060,0.000000000,5.361747903,3.352576332,2.752476394,1
1779099295.225536108,1779099295.225535870,1779099295.225535870,0.000000000,5.321046813,3.363115774,2.763097402,1
1779099295.275485992,1779099295.275485992,1779099295.275485992,0.000000000,5.283073585,3.378453628,2.770386496,1
1779099295.300550222,1779099295.300549984,1779099295.300549984,0.000000000,5.270271674,3.373658151,2.782159699,1
1779099295.375553608,1779099295.375553370,1779099295.375553370,0.000000000,5.228027359,3.395490062,2.789819605,1
1779099295.425483227,1779099295.425483227,1779099295.425483227,0.000000000,5.197482318,3.397715660,2.808211795,1
1779099295.450541019,1779099295.450541258,1779099295.450541258,0.000000000,5.182592910,3.401688206,2.808840397,1
1779099295.525545359,1779099295.525545597,1779099295.525545597,0.000000000,5.133794069,3.423378745,2.819443813,1
1779099295.550539732,1779099295.550539732,1779099295.550539732,0.000000000,5.136693939,3.410584729,2.837178962,1
1779099295.625573397,1779099295.625573397,1779099295.625573397,0.000000000,5.097503582,3.424713761,2.841956365,1
1779099295.650469542,1779099295.650469542,1779099295.650469542,0.000000000,5.076674827,3.428262701,2.853336180,1
1779099295.700464725,1779099295.700464487,1779099295.700464487,0.000000000,5.059041139,3.430276035,2.862520384,1
1779099295.775531054,1779099295.775531054,1779099295.775531054,0.000000000,5.043391899,3.429441619,2.871862530,1
1779099295.800465107,1779099295.800465107,1779099295.800465107,0.000000000,5.035600487,3.433210040,2.879070465,1
1779099295.850467682,1779099295.850467682,1779099295.850467682,0.000000000,5.031532394,3.433173327,2.883886865,1
1779099295.925542593,1779099295.925542593,1779099295.925542593,0.000000000,5.028216320,3.437919205,2.886358703,1
1779099295.950465441,1779099295.950465441,1779099295.950465441,0.000000000,5.016790089,3.441904496,2.889486994,1
1779099296.000542402,1779099296.000542402,1779099296.000542402,0.000000000,5.012173633,3.435005047,2.891616111,1
1779099296.075480938,1779099296.075480700,1779099296.075480700,0.000000000,5.006464303,3.437556312,2.892818356,1
1779099296.125560760,1779099296.125560999,1779099296.125560999,0.000000000,5.000699642,3.430025679,2.893504565,1
1779099296.150541782,1779099296.150541782,1779099296.150541782,0.000000000,5.004474995,3.444045076,2.894066688,1
1779099296.225546598,1779099296.225546598,1779099296.225546598,0.000000000,5.003970137,3.441913017,2.893951593,1
1779099296.250547409,1779099296.250547409,1779099296.250547409,0.000000000,5.006216449,3.446054214,2.892783370,1
1779099296.325555801,1779099296.325555801,1779099296.325555801,0.000000000,5.007107259,3.442455181,2.893118208,1
1779099296.375467062,1779099296.375467062,1779099296.375467062,0.000000000,5.006173251,3.441332340,2.892486405,1
1779099296.400589466,1779099296.400589466,1779099296.400589466,0.000000000,5.006583632,3.440621447,2.892283810,1
1779099296.475548506,1779099296.475548506,1779099296.475548506,0.000000000,5.005815297,3.439297138,2.892298886,1
1779099296.500555515,1779099296.500555515,1779099296.500555515,0.000000000,5.007809644,3.444738384,2.892877476,1
1779099296.575562477,1779099296.575562716,1779099296.575562716,0.000000000,5.007496620,3.443052628,2.892858105,1
1779099296.625519991,1779099296.625519753,1779099296.625519753,0.000000000,5.006124844,3.438150353,2.892824114,1
1779099296.650471210,1779099296.650471210,1779099296.650471210,0.000000000,5.008235035,3.443924696,2.893370008,1
1779099296.725543022,1779099296.725542784,1779099296.725542784,0.000000000,5.006577592,3.439592442,2.892279493,1
1779099296.750466108,1779099296.750466108,1779099296.750466108,0.000000000,5.005525545,3.439815486,2.893195458,1
1779099296.800471783,1779099296.800471783,1779099296.800471783,0.000000000,5.005921096,3.442318536,2.893169213,1
1779099296.875542164,1779099296.875542164,1779099296.875542164,0.000000000,5.004572211,3.440647185,2.893594864,1
1779099296.900472403,1779099296.900472403,1779099296.900472403,0.000000000,5.001210464,3.440772546,2.893749753,1
1779099296.950467825,1779099296.950467825,1779099296.950467825,0.000000000,4.996843313,3.445429626,2.895576318,1
1779099297.025589228,1779099297.025589228,1779099297.025589228,0.000000000,4.961801202,3.449690040,2.896742713,1
1779099297.050474644,1779099297.050474644,1779099297.050474644,0.000000000,4.947179975,3.462556552,2.898403295,1
1779099297.125543833,1779099297.125543833,1779099297.125543833,0.000000000,4.909531717,3.468566606,2.899713591,1
1779099297.150465250,1779099297.150465250,1779099297.150465250,0.000000000,4.891059082,3.469783970,2.902332315,1
1779099297.225549936,1779099297.225549936,1779099297.225549936,0.000000000,4.857272052,3.477403294,2.903367705,1
1779099297.275548220,1779099297.275548220,1779099297.275548220,0.000000000,4.835854942,3.482817118,2.904251978,1
1779099297.300538301,1779099297.300538301,1779099297.300538301,0.000000000,4.816523678,3.491264071,2.906382462,1
1779099297.375540495,1779099297.375540495,1779099297.375540495,0.000000000,4.776908628,3.491294155,2.913555108,1
1779099297.400556326,1779099297.400556326,1779099297.400556326,0.000000000,4.761365401,3.496604314,2.914963188,1
1779099297.475528002,1779099297.475528002,1779099297.475528002,0.000000000,4.722962408,3.510486376,2.917246823,1
1779099297.525535583,1779099297.525535583,1779099297.525535583,0.000000000,4.701766838,3.515911049,2.917495701,1
1779099297.550638914,1779099297.550638914,1779099297.550638914,0.000000000,4.680677419,3.510574666,2.918472186,1
1779099297.625472546,1779099297.625472546,1779099297.625472546,0.000000000,4.655327137,3.529385723,2.921961271,1
1779099297.650463820,1779099297.650463820,1779099297.650463820,0.000000000,4.630323415,3.533994675,2.916434586,1
1779099297.725550890,1779099297.725550890,1779099297.725550890,0.000000000,4.601753185,3.551906834,2.909118248,1
1779099297.750635862,1779099297.750635862,1779099297.750635862,0.000000000,4.581954328,3.553088406,2.900343321,1
1779099297.825603247,1779099297.825603485,1779099297.825603485,0.000000000,4.544533051,3.572781222,2.886290016,1
1779099297.850542784,1779099297.850542784,1779099297.850542784,0.000000000,4.541700903,3.561438452,2.879762607,1
1779099297.925607920,1779099297.925607920,1779099297.925607920,0.000000000,4.524312389,3.581581142,2.863519239,1
1779099297.950477839,1779099297.950477839,1779099297.950477839,0.000000000,4.509680802,3.587771151,2.859578680,1
1779099298.025563955,1779099298.025563955,1779099298.025563955,0.000000000,4.510871797,3.593692678,2.846548410,1
1779099298.050485134,1779099298.050485373,1779099298.050485373,0.000000000,4.516525388,3.596542248,2.843293773,1
1779099298.125497341,1779099298.125497341,1779099298.125497341,0.000000000,4.510581890,3.590191098,2.835845195,1
1779099298.150479317,1779099298.150479317,1779099298.150479317,0.000000000,4.506630608,3.591089677,2.831227960,1
1779099298.200465441,1779099298.200465202,1779099298.200465202,0.000000000,3.048748003,2.834149569,2.962588191,1
1779099298.275490522,1779099298.275490522,1779099298.275490522,0.000000000,3.046668327,2.835610007,2.959444044,1
1779099298.300483465,1779099298.300483465,1779099298.300483465,0.000000000,3.031530716,2.835293221,2.954471370,1
1779099298.375472069,1779099298.375472307,1779099298.375472307,0.000000000,3.021292774,2.845276404,2.951253713,1
1779099298.425473213,1779099298.425473452,1779099298.425473452,0.000000000,2.994287059,2.857612018,2.942279321,1
1779099298.450475454,1779099298.450475454,1779099298.450475454,0.000000000,2.991175574,2.860056220,2.931161736,1
1779099298.525466442,1779099298.525466442,1779099298.525466442,0.000000000,2.976576666,2.871483056,2.925243691,1
1779099298.550552845,1779099298.550552845,1779099298.550552845,0.000000000,2.945194050,2.879449496,2.909514476,1
1779099298.625528574,1779099298.625528574,1779099298.625528574,0.000000000,2.931664069,2.886164609,2.893653527,1
1779099298.650539160,1779099298.650539160,1779099298.650539160,0.000000000,2.914533711,2.906227648,2.867773545,1
1779099298.725538731,1779099298.725538969,1779099298.725538969,0.000000000,2.884708243,2.918388332,2.857461671,1
1779099298.750548363,1779099298.750548363,1779099298.750548363,0.000000000,2.875571286,2.929654969,2.827824224,1
1779099298.825476408,1779099298.825476408,1779099298.825476408,0.000000000,2.862823591,2.944764227,2.817917403,1
1779099298.850481510,1779099298.850481510,1779099298.850481510,0.000000000,2.842672654,2.955583530,2.782125994,1
1779099298.925461054,1779099298.925460815,1779099298.925460815,0.000000000,2.804320931,2.974232419,2.768797493,1
1779099298.950479507,1779099298.950479507,1779099298.950479507,0.000000000,2.809648155,2.977125247,2.743032506,1
1779099299.025463104,1779099299.025463104,1779099299.025463104,0.000000000,2.767553745,3.039445842,2.714371781,1
1779099299.075476170,1779099299.075476170,1779099299.075476170,0.000000000,2.750128777,3.036929349,2.670267457,1
1779099299.100486040,1779099299.100486040,1779099299.100486040,0.000000000,2.747586780,3.056047188,2.654534288,1
1779099299.175483942,1779099299.175483704,1779099299.175483704,0.000000000,2.712528466,3.080873894,2.607972285,1
1779099299.200482368,1779099299.200482130,1779099299.200482130,0.000000000,2.707865091,3.091508408,2.576390454,1
1779099299.275542021,1779099299.275542021,1779099299.275542021,0.000000000,2.678634093,3.134569456,2.542852567,1
1779099299.300554991,1779099299.300554991,1779099299.300554991,0.000000000,2.673268610,3.127426259,2.525862803,1
1779099299.375475407,1779099299.375475407,1779099299.375475407,0.000000000,2.630889286,3.202869941,2.473295827,1
